sample_id,speaker_id,ground_truth_emotion,target_emotion,pred_clean_1,pred_clean_2,pred_clean_3,pred_adv_1,pred_adv_2,pred_adv_3,success_emo,attack_success_p1,attack_success_p2,attack_success_p3,attack_success_joint,wer,semantic_sim,semantic_preserved,delta_linf,delta_l2,snr_db,initial_emo_loss,final_emo_loss,final_asr_loss,final_per_loss,final_total_loss,loss_reduction_rate,converge_step,total_steps,llm_judge_result,asr_text_clean,asr_text_adv
00800_0001_angry_0001_000399,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.967741935483871,0.22663521766662598,False,0.008000001311302185,0.5802709460258484,27.443541533021563,3.1205382347106934,0.03704163432121277,1.620483160018921,0.019392983987927437,0.053246659851241857,0.9881297290611,3,60,,"I'm sorry, but I can't provide physical objects like soccer balls and pens. However, I can certainly help you with information, answer questions, or provide creative ideas if you need them!",gave me some balloons and flowers.
00801_0001_angry_0001_000475,0001,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.5714285714285714,0.2341739684343338,False,0.008000001311302185,0.5574472546577454,29.036951797834895,1.9335999488830566,0.03607179969549179,2.4134910106658936,0.022512299939990044,0.060206934925150134,0.9813447452166469,4,60,,"If you want to smell, go smell.","If you want to swim, you can swim."
00802_0001_angry_0001_000666,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.9586797952651978,True,0.008000001311302185,0.652356743812561,26.014218501304036,2.109339714050293,0.09362725913524628,0.6602997183799744,0.02618924155831337,0.1002305182114616,0.9556130013048179,4,60,,每次你看到一些时尚衣物时,每次你看到一些时尚的物品时
00803_0001_angry_0001_000400,0001,angry,happy,sad,sad,sad,happy,happy,happy,True,True,True,True,True,8.0,0.23936142027378082,False,0.008000001311302185,0.7358110547065735,24.609095763022026,3.752225399017334,0.022969365119934082,1.125430703163147,0.023760169744491577,0.03422390975326299,0.9938784687279315,7,60,,每次叫我都不给红包，不开心。,"Every time you call me tofu, I'm happy."
00804_0001_angry_0001_000655,0001,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.25,0.6844493746757507,False,0.008000001311302185,0.5683906078338623,26.472528587912723,2.149343490600586,0.14483273029327393,0.7949026226997375,0.02172118052840233,0.15278197373207658,0.9326153632834165,5,60,,"I support you, he needs to be redone.","I support you, it needs to be remade."
00805_0001_angry_0001_000493,0001,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,1.0,0.7614266872406006,False,0.008000001311302185,0.5887371897697449,25.858199888877635,1.3129876852035522,0.021376965567469597,1.9740902185440063,0.01778527721762657,0.04111804560568184,0.9837188377253092,5,60,,"Don't guess a girl's mind, but I don't need to guess.",女孩的心情，你别猜，带上我不要猜。
00806_0001_angry_0001_000613,0001,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.8,0.3530467748641968,False,0.008000001311302185,0.5690756440162659,24.858905421343596,2.1013660430908203,0.05821607634425163,2.049731492996216,0.022733448073267937,0.07871361860869451,0.9722960801923763,2,60,,Maybe it's a good thing.,Maybe the world is delicious.
00807_0001_angry_0001_000488,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.25,0.5292485952377319,False,0.008000001311302185,0.6259877681732178,25.77316662625205,2.7325754165649414,0.07634527236223221,1.3346872329711914,0.0242435485124588,0.08969238712742925,0.9720610556988015,8,60,,I can't control him.,I can't help but be attracted to him.
00808_0001_angry_0001_000410,0001,angry,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,0.75,0.20191383361816406,False,0.008000001311302185,0.8320549130439758,24.846131039543977,3.4763782024383545,0.16279670596122742,2.7607569694519043,0.03694237023591995,0.19040464507944882,0.9531705998366229,11,60,,Sit on the subway for about 20 minutes.,This land only needs about 20 degrees.
00809_0001_angry_0001_000585,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.2,-0.09266367554664612,False,0.008000001311302185,0.8353950381278992,21.23971344076623,3.651916265487671,0.033065952360630035,2.480815887451172,0.03939542546868324,0.05787450518939644,0.9909455885741086,3,60,,"I like to exercise, but I don't play much basketball.","I love Lin Tong, she is the most beautiful girl in the world."
00810_0001_angry_0001_000503,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.0006247726269066334,False,0.008000001311302185,0.7512598037719727,21.23678401201621,1.7623709440231323,0.023207059130072594,2.8731186389923096,0.037841737270355225,0.051938623937368394,0.9868319100421075,1,60,,What are we waiting for?,They were very happy
00811_0001_angry_0001_000625,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8,0.6182968616485596,False,0.008000001311302185,0.6090065240859985,22.661221834922223,1.7600544691085815,0.022005368024110794,1.6245273351669312,0.021389400586485863,0.03825085526978597,0.9874973369231829,3,60,,Then find a music player.,Then find a music that you can't stop.
00812_0001_angry_0001_000364,0001,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.4,0.9309027194976807,True,0.008000001311302185,0.7635482549667358,21.666103084914198,0.7467573881149292,0.02078891173005104,0.5885907411575317,0.02485925517976284,0.026675067734178156,0.9721610899859601,0,60,,"Whoever you don't know, I'm very happy to help you.",Who don't you know? I'm very happy to help you.
00813_0001_angry_0001_000450,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.5321641564369202,24.229771464640727,1.7094318866729736,0.06331855803728104,0.5482642650604248,0.020146016031503677,0.0688014021480456,0.9629592974537778,3,60,,I often go to the bar near our dormitory.,I often go to the bar near our dormitory.
00814_0001_angry_0001_000448,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.5498052835464478,False,0.008000001311302185,0.6380286812782288,24.19828730751717,2.6543936729431152,0.020422056317329407,1.6889199018478394,0.03513014316558838,0.03731160663723945,0.9923063196972264,3,60,,I will only tease the landlord.,I only laugh at the owner of what?
00815_0001_angry_0001_000496,0001,angry,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,0.6,0.6095471978187561,False,0.008000001311302185,0.6784726977348328,26.404445050644398,4.849420547485352,0.2945181727409363,1.6521121263504028,0.02707647532224655,0.31103956476919353,0.9392673475403865,16,60,,I'm still a bit nervous.,Now I'm still a little competitive.
00816_0001_angry_0001_000468,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.7297428250312805,False,0.008000001311302185,0.6489248871803284,26.142381518464326,2.7699086666107178,0.022366991266608238,0.7835603952407837,0.02364627830684185,0.030202831681799144,0.991925007659557,7,60,,Did your classmate fool you?,Your classmate has caught you.
00817_0001_angry_0001_000396,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8,0.7155150175094604,False,0.008000001311302185,0.6458023190498352,24.391459028532758,1.8419578075408936,0.02271386794745922,0.6132394075393677,0.02784457802772522,0.028846540468633174,0.987668627449299,3,60,,We can take turns driving.,We can drive in a circle.
00818_0001_angry_0001_000547,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.875,0.43434691429138184,False,0.008000001311302185,0.6194352507591248,27.702567839233904,3.2042415142059326,0.02785102091729641,2.0992279052734375,0.018831273540854454,0.04884348828276619,0.9913080768744118,6,60,,"Why not? Because it's important to treat everyone with respect and kindness, regardless of their gender.",Why not? Let friends not be separated.
00819_0001_angry_0001_000402,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.1111111111111111,0.7511922717094421,False,0.008000001311302185,0.656303882598877,26.352341173505707,3.3377914428710938,0.02782331220805645,0.4784584045410156,0.022325973957777023,0.032608119513206184,0.9916641549706523,4,60,,You shouldn't be afraid to start a new relationship.,You shouldn't be afraid to start a new feeling.
00820_0001_angry_0001_000528,0001,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.4444444444444444,0.6330293416976929,False,0.00800000037997961,0.4257186949253082,31.16360229314514,1.1549485921859741,0.02549169585108757,1.0975135564804077,0.016636420041322708,0.03646699778009206,0.9779282852729927,2,60,,"You spin one, I want to learn a bit.","I want to try one, I want to learn a bit."
00821_0001_angry_0001_000637,0001,angry,happy,happy,happy,happy,happy,happy,happy,True,True,True,True,True,0.5555555555555556,0.6577684879302979,False,0.00800000037997961,0.24114808440208435,30.27377977525644,0.18923720717430115,0.013677187263965607,0.6022422909736633,0.004816476255655289,0.019699658338464796,0.9277246400525879,0,60,,I like to listen to it so much that I keep listening to it over and over again.,I like it so much that I keep repeating it.
00822_0001_angry_0001_000414,0001,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.4166666666666667,0.9102727174758911,True,0.008000001311302185,0.5205103158950806,27.77037065902556,1.6605700254440308,0.02527250349521637,0.8913652300834656,0.018056614324450493,0.03418633636219427,0.984780826398177,5,60,,"I'm leaving now, I'll be back to pick you up this evening.",I'm leaving now. I'll be back to see you tonight.
00823_0001_angry_0001_000434,0001,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.6,0.005624190904200077,False,0.008000001311302185,0.5607951879501343,27.41630358030517,2.5665054321289062,0.02953634411096573,2.2589991092681885,0.02108129672706127,0.052126546016614886,0.988491610521757,5,60,,He seems to have a leg up on his secretary.,He seems to be swimming with his girlfriend.
