sample_id,speaker_id,ground_truth_emotion,target_emotion,success_emo,wer,semantic_sim,semantic_preserved,llm_judge_raw,semantic_pass,asr_text_clean,asr_text_adv
00200_0011_angry_0011_000686,0011,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,Over them swoop the Eagles.,Over them swoop the Eagles.
00201_0011_angry_0011_000377,0011,angry,happy,True,0.6,0.8863668441772461,True,1,1,Monster made a deep bow.,Monstermade a deep bows.
00202_0011_angry_0011_000496,0011,angry,happy,True,1.6666666666666667,0.8127847909927368,True,0,0,"""Jack the Chatterer""","You said to Jack the Chatterer,"
00203_0011_angry_0011_000516,0011,angry,happy,True,0.8571428571428571,0.12020355463027954,False,0,0,They ate beef at the butcher shop.,They and the Piff were hugged.
00204_0011_angry_0011_000556,0011,angry,happy,True,0.6666666666666666,0.5845037698745728,False,0,0,"Still, you owe it a duty.","Still, you owe it a do. These are good."
00205_0011_angry_0011_000523,0011,angry,happy,False,0.4,0.962175726890564,True,0,0,He searched through the box.,His search through the box.
00206_0011_angry_0011_000612,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,I believe you are one of them.,I believe you are one of them.
00207_0011_angry_0011_000611,0011,angry,happy,True,0.42857142857142855,0.3448941111564636,False,0,0,After a while he perceived both giants.,"After a while, he received both Johns."
00208_0011_angry_0011_000578,0011,angry,happy,True,1.0,0.888909101486206,True,0,0,"It says, 'No way!' shouted Daisy.","It says, no way. Well, shout out to Daisy."
00209_0011_angry_0011_000700,0011,angry,happy,True,0.0,1.0000001192092896,True,skip_identical,1,Do you have anything in mind?,Do you have anything in mind?
00210_0011_angry_0011_000663,0011,angry,happy,True,0.6666666666666666,0.3345808684825897,False,0,0,"""Give me a fine fat goose.""",Gives me a fan fest push.
00211_0011_angry_0011_000379,0011,angry,happy,True,0.14285714285714285,0.8759593963623047,True,1,1,Rat came and replied on the leaves.,Rat came and reclined on the leaves.
00212_0011_angry_0011_000671,0011,angry,happy,True,0.4,0.6274219751358032,False,0,0,Called out to the cloud.,Fold out to the clouds.
00213_0011_angry_0011_000625,0011,angry,happy,True,0.125,0.8962920904159546,True,0,0,You shouldn't have pricked him with your horn.,You shouldn't have pricked them with your horn.
00214_0011_angry_0011_000392,0011,angry,happy,True,1.1666666666666667,0.19723987579345703,False,0,0,She may mind ye of her.,I have a man and a woman.
00215_0011_angry_0011_000494,0011,angry,happy,True,0.1,0.5611779093742371,False,0,0,We all see panda on TV or in the zoo.,We all see Penner on TV or in the zoo.
00216_0011_angry_0011_000500,0011,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,I hope you have enjoyed yourself.,I hope you have enjoyed yourself.
00217_0011_angry_0011_000401,0011,angry,happy,True,46.25,0.15665201842784882,False,0,0,"""Where are you from?""","""Said the American to the Chinese, 'I'm going to be a millionaire.' Said the Chinese to the American, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I"
00218_0011_angry_0011_000360,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,A nauseous draft.,A nauseous draft.
00219_0011_angry_0011_000616,0011,angry,happy,True,0.3333333333333333,0.5552561283111572,False,0,0,We may join with that power.,We made joy with that power.
00220_0011_angry_0011_000511,0011,angry,happy,True,0.2,0.5108682513237,False,0,0,That's a full grown colt.,That's a full grown color.
00221_0011_angry_0011_000469,0011,angry,happy,True,0.8333333333333334,0.1306527704000473,False,0,0,The owl flew into the bush.,See our flumen to the west.
00222_0011_angry_0011_000566,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,It isn't pickle at all.,It isn't pickle at all.
00223_0011_angry_0011_000356,0011,angry,happy,True,1.2857142857142858,0.4984862804412842,False,0,0,"""Andy, what's that jire to the gimble?""","Any one, once that Gators hear the gimbal, I like it."
00224_0011_angry_0011_000565,0011,angry,happy,True,0.0,0.9999998807907104,True,skip_identical,1,He likes dragons very much.,He likes dragons very much.
00225_0011_neutral_0011_000033,0011,neutral,happy,False,0.3333333333333333,0.7170851826667786,False,0,0,This used to be Jerry's occupation.,This used to give Jerry's Arcadian
