sample_id,speaker_id,ground_truth_emotion,target_emotion,pred_clean_1,pred_clean_2,pred_clean_3,pred_adv_1,pred_adv_2,pred_adv_3,success_emo,attack_success_p1,attack_success_p2,attack_success_p3,attack_success_joint,wer,semantic_sim,semantic_preserved,delta_linf,delta_l2,snr_db,initial_emo_loss,final_emo_loss,final_asr_loss,final_per_loss,final_total_loss,loss_reduction_rate,converge_step,total_steps,llm_judge_result,asr_text_clean,asr_text_adv
11202_0001_angry_0001_000671,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.7846124172210693,False,0.008000001311302185,0.9811308979988098,23.88100211885124,12.30877685546875,0.28152304887771606,1.1068994998931885,0.04655913636088371,0.2925925094680116,0.9771282677244542,39,60,,你烦死了，我受够了！,你把我绕晕啦
11203_0001_angry_0001_000666,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.6320937871932983,False,0.008000001311302185,0.8970935344696045,23.24716709475475,10.952044486999512,1.7412384748458862,2.561565399169922,0.03753894567489624,1.7668545042270423,0.8410124724280656,60,60,,每次看到那些时尚衣物，我都觉得特别生气。,每次看到那些时尚的衣服，我都觉得好想买，但妈妈总说要穿得舒服才最重要
11204_0001_angry_0001_000472,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.13211782276630402,False,0.008000016212463379,1.1118117570877075,20.233488938221168,13.926149368286133,1.6168639659881592,3.3570261001586914,0.0468645803630352,1.6504346956355498,0.8838972695732945,40,60,,汤姆是个好人，但他却赌博成瘾。,好的，我来转录一下。
11207_0001_angry_0001_000414,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.6747226715087891,False,0.008000001311302185,1.02768874168396,21.861725504393537,13.5494384765625,0.27881720662117004,3.7088398933410645,0.053426362574100494,0.3159061398182064,0.9794222316221103,44,60,,好的，晚上回去拍给你。,好的，已为您转录。
11208_0001_angry_0001_000625,0001,angry,happy,angry,unparseable,unparseable,happy,happy,happy,True,True,True,True,True,14.0,0.5310301184654236,False,0.008000001311302185,0.894364595413208,19.32336876174925,12.779078483581543,1.5070085525512695,3.2937088012695312,0.04806458577513695,1.5399461212098227,0.88207220462043,60,60,,好的，正在为您重新寻找音乐播放器。,前 后 下 一 个 音 乐 多 媒 体 交 际 活 动
11209_0001_angry_0001_000589,0001,angry,happy,unparseable,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.9324048757553101,True,0.008000001311302185,0.9094302654266357,20.807985109334837,11.304994583129883,1.1407948732376099,0.8899238109588623,0.044245749711990356,1.1496945538046957,0.8990893038604384,50,60,,食物真美味，价格也合理。,食物也很美味，更不用说价格实惠了。
11212_0001_angry_0001_000699,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.18350888788700104,False,0.008000001311302185,1.0114439725875854,18.637704559370604,10.225173950195312,2.9195315837860107,3.3174631595611572,0.049774523824453354,2.9527067131268607,0.714476096151866,60,60,,这简直太假了！,这是一首美妙的诗歌。
11213_0001_angry_0001_000602,0001,angry,happy,angry,angry,unparseable,neutral,neutral,happy,False,False,False,True,False,1.0,0.20971685647964478,False,0.008000001311302185,0.7359455823898315,20.644133468892242,12.7600736618042,2.137854814529419,6.060892581939697,0.04231838136911392,2.1984641635326296,0.8324574864384334,60,60,,你听起来,我是个游戏迷。
11214_0001_angry_0001_000459,0001,angry,happy,angry,angry,unparseable,happy,neutral,happy,False,True,False,True,False,1.0,0.30742308497428894,False,0.008000001311302185,0.8639218807220459,20.452377300941656,12.284350395202637,3.0001864433288574,3.1818768978118896,0.04771339148283005,3.0320056894408913,0.7557716650201943,60,60,,我其实挺饿的。,好的，我来转录一下。
11217_0001_angry_0001_000493,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.4539183974266052,False,0.008000001311302185,1.1666439771652222,19.917862432379792,13.358580589294434,0.8192498087882996,2.0281519889831543,0.04501935839653015,0.839531778871715,0.938672390879249,43,60,,“不用猜，我直接说。”,女孩的心思像一滴水，滴答滴答，不用猜也能知道它在想什么。
11218_0001_angry_0001_000367,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.34497326612472534,False,0.008000016212463379,1.0404865741729736,23.298781564613734,12.245840072631836,0.9956687688827515,2.3314144611358643,0.04583602771162987,1.0189833718543873,0.9186933062184957,59,60,,很快你上大学就用得到了,嗯，上了大学以后呢，我学会了自己洗衣服，还经常和朋友们一起做饭，特别开心。
11219_0001_angry_0001_000354,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.1651386320590973,False,0.008000001311302185,1.1503822803497314,17.552066087201926,12.662763595581055,0.4528343081474304,2.260697841644287,0.047103606164455414,0.47544175759993496,0.9642389037172377,28,60,,主队确实志在必得，但别忘了其他队伍也虎视眈,主角今晚要开始他的冒险之旅了
11222_0001_angry_0001_000484,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.44269153475761414,False,0.008000001311302185,1.0098730325698853,21.43502691831153,13.449275970458984,2.413719415664673,2.1591594219207764,0.04196968674659729,2.4353114295807483,0.8205316463900101,60,60,,你想要更多知识，对吧？愤怒会遮住眼睛，先冷静下来，才能看清,多加练习，你会越来越自信，笑容会更灿烂哦。
11223_0001_angry_0001_000577,0001,angry,happy,angry,angry,unparseable,neutral,neutral,unparseable,False,False,False,False,False,1.0,0.6489543318748474,False,0.008000001311302185,1.0837007761001587,19.531796239018508,15.986333847045898,2.7987165451049805,1.9881356954574585,0.043627530336380005,2.8185983383348585,0.8249306831771093,60,60,,我真受不了,城里太吵了，我受不了
11224_0001_angry_0001_000578,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,0.0,1.0000001192092896,True,0.008000001311302185,0.9584556818008423,22.69750903555523,10.517829895019531,1.6134114265441895,0.076445072889328,0.03455062955617905,1.6141762227793783,0.8466022513533726,60,60,,好的，新的音乐厅有一场音乐会,好的，新的音乐厅有一场音乐会
11227_0001_angry_0001_000646,0001,angry,happy,angry,angry,unparseable,neutral,happy,happy,False,False,True,True,False,1.0,-0.03893439471721649,False,0.008000016212463379,0.926443874835968,24.032440416170676,13.612059593200684,2.300427198410034,6.625267028808594,0.054111551493406296,2.366680409813635,0.8310007987653012,60,60,,“赌博往往是个祸根。”,做园艺娃娃很有趣呢，可以种花花，还能观察小种子慢慢长大，特别好玩！
11228_0001_angry_0001_000561,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.3285154700279236,False,0.008000001311302185,0.9012019038200378,23.442329779001128,13.611082077026367,0.3577672243118286,3.156055212020874,0.052678659558296204,0.38932830321863293,0.973715005002013,49,60,,我懂那种被花弄烦的感觉，要不咱换个,我养了一只小猫，它总是喜欢追着毛线球跑来跑去
11229_0001_angry_0001_000473,0001,angry,happy,angry,unparseable,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.381571501493454,False,0.008000001311302185,1.0246814489364624,20.83873591981046,11.226362228393555,1.6688717603683472,1.72092866897583,0.04924657195806503,1.6860815395238251,0.8513434961017505,60,60,,你明明答应要一直陪着,那我就说我的小汽车跑得比风还快啦！
11232_0001_angry_0001_000664,0001,angry,happy,angry,angry,unparseable,happy,happy,unparseable,False,True,True,False,False,1.0,0.9657789468765259,True,0.008000001311302185,1.0184836387634277,24.05227402403918,14.478617668151855,1.9451993703842163,0.12318237125873566,0.05295015871524811,1.946431723598391,0.8656502012161694,60,60,,现在全城的人都要向我借钱,哈哈，现在全城的人都要向我借钱
11233_0001_angry_0001_000405,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,-0.014559656381607056,False,0.008000001311302185,0.9822949171066284,21.80629754993027,10.60289192199707,1.2688393592834473,6.317810535430908,0.05270233750343323,1.3320179916611312,0.880330822136263,60,60,,它实际会形成一氧化碳。,八十岁结婚的行婚礼，真是光彩
11234_0001_angry_0001_000422,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.5432842969894409,False,0.008000016212463379,1.0501017570495605,22.919295473676115,14.66396713256836,1.3684873580932617,1.5238224267959595,0.05671392008662224,1.3837261495004223,0.9066768667904417,60,60,,资料全都不见了，急死我了！,咱俩钱都花光了，饿死我了！
11237_0001_angry_0001_000411,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.8258165121078491,True,0.008000016212463379,0.928080141544342,22.06227646406154,8.215187072753906,1.34281325340271,1.652557373046875,0.03875469043850899,1.3593392146800831,0.8365450182070449,44,60,,下个月我姐姐要结婚了，烦死了，一堆破事儿等着我，根本喘不过气。,下个月我姐姐要结婚啦
11238_0001_angry_0001_000464,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.9994817972183228,True,0.008000001311302185,0.9798117280006409,22.45450218529228,11.00129508972168,1.3943815231323242,0.26613175868988037,0.04121891409158707,1.3970432529083638,0.873252965968064,60,60,,我也是，我还有点口渴。,我也是，我还有点口渴呢。
11239_0001_angry_0001_000509,0001,angry,happy,unparseable,unparseable,unparseable,happy,happy,unparseable,False,True,True,False,False,1.0,0.8865826725959778,True,0.008000001311302185,1.124950885772705,18.438360827328925,12.205692291259766,3.1720309257507324,0.46709951758384705,0.04050762206315994,3.1767023260027916,0.7401187208346915,60,60,,我不会牺牲我的健康来换取,他们不会牺牲我的健康来换取
11242_0001_angry_0001_000488,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,7.0,0.07335232198238373,False,0.008000001311302185,0.902438759803772,22.59612876915643,15.23822021484375,1.5195128917694092,2.68001389503479,0.05048653110861778,1.5463135355850681,0.900282784318261,60,60,,你总是控制不了它，对吧？,I always wanted to be a dancer.
11243_0001_angry_0001_000559,0001,angry,happy,angry,angry,unparseable,surprise,surprise,happy,False,False,False,True,False,1.0,0.5840314626693726,False,0.008000016212463379,1.109856367111206,21.988923453708455,15.296323776245117,4.254311561584473,1.0774613618850708,0.056073613464832306,4.265086735939458,0.7218735936937127,60,60,,哎呀，真抱歉,对不起，我把咖啡洒在桌布上了。
11244_0001_angry_0001_000604,0001,angry,happy,unparseable,unparseable,unparseable,happy,happy,surprise,False,True,True,False,False,1.0,0.5507344007492065,False,0.008000001311302185,1.029585599899292,22.12358228732166,12.693041801452637,2.925290822982788,1.3179806470870972,0.05184215307235718,2.9384711478751897,0.7695358710117848,60,60,,我没有忽悠,我们不会忽悠
11247_0001_angry_0001_000573,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,10.0,0.3265470862388611,False,0.008000001311302185,0.9450270533561707,18.95627243746681,6.8915205001831055,1.15413498878479,4.2793426513671875,0.055547066032886505,1.1969289707691222,0.8325282513845638,42,60,,你们玩得开心，但我不开心。,"""Hey, I'm excited to share this amazing news with you!"""
11248_0001_angry_0001_000408,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.487143874168396,False,0.008000001311302185,0.938244640827179,21.70581498282296,9.85233211517334,0.972540557384491,1.0827617645263672,0.04018734395503998,0.9833685769031941,0.9012882893090151,48,60,,这人一出现就让人觉得他能掌控全局，气场强大得让人不敢轻视。,让人一看就觉得
11249_0001_angry_0001_000485,0001,angry,happy,angry,angry,unparseable,happy,happy,unparseable,False,True,True,False,False,11.0,0.3021393418312073,False,0.008000001311302185,1.015460729598999,20.409613680972033,14.507644653320312,2.5546767711639404,1.5087099075317383,0.05457320809364319,2.569764415971339,0.823908233747698,60,60,,好的，我理解了，您想了解哪方面的知识呢？,I learned about dinosaurs and space travel. That was so cool!
11252_0001_angry_0001_000634,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.9890466928482056,True,0.008000001311302185,0.966752827167511,19.53267999573907,8.132648468017578,1.7570966482162476,0.31608083844184875,0.05252533778548241,1.760257981854044,0.7839453340291052,60,60,,有充足的时间购物和观光。,有充足的时间购物和观光
11253_0001_angry_0001_000508,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.8700839877128601,True,0.008000001311302185,1.1378750801086426,16.659565414207695,10.842214584350586,1.4290571212768555,3.164959669113159,0.05789152905344963,1.4607072968832777,0.8681950896508241,60,60,,我的性格就是冷静并且客观，对吧？,我的性格就是冷静而且特乖。
11254_0001_angry_0001_000453,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.986643373966217,True,0.008000001311302185,1.0441876649856567,20.77964537526936,10.39624309539795,0.5043259859085083,0.3550342619419098,0.05198105797171593,0.5078768483385071,0.9514895927999456,28,60,,感觉好温暖呀，好的，一会见。,感觉好温暖呀，一会儿见。
11257_0001_angry_0001_000623,0001,angry,happy,angry,angry,unparseable,happy,happy,happy,True,True,True,True,True,1.0,0.15991276502609253,False,0.008000001311302185,0.964934766292572,20.49160394432947,11.96009635925293,1.2115483283996582,7.210733413696289,0.04305727407336235,1.283656093109362,0.8987007886886844,56,60,,但梅花往往被很多人忽视,在蘑菇
